BaronKills,DominionVictoryScore,DragonKills,FirstBaron,FirstBlood,FirstDragon,FirstInhibitor,FirstTower,InhibitorKills,TeamId,TowerKills,VilemawKills,Winner,MatchId
0,0,4,False,True,True,True,True,4,200,11,0,True,2484957650
0,0,0,False,False,False,False,False,0,100,2,0,False,2484957650
0,0,1,False,True,False,True,True,1,100,7,0,True,2484965245
0,0,2,False,False,True,False,False,0,200,4,0,False,2484965245
1,0,3,True,True,True,True,True,3,200,11,0,True,2484979943
0,0,0,False,False,False,False,False,0,100,2,0,False,2484979943
2,0,1,True,False,True,False,False,0,100,5,0,False,2484983433
0,0,3,False,True,False,True,True,1,200,8,0,True,2484983433
0,0,0,False,False,False,False,False,0,100,0,0,False,2484985996
1,0,3,True,True,True,True,True,2,200,10,0,True,2484985996
0,0,0,False,True,False,False,False,0,100,1,0,False,2484992436
0,0,2,False,False,True,True,True,1,200,8,0,True,2484992436
0,0,1,False,False,True,False,False,0,100,1,0,False,2485023130
0,0,2,False,True,False,True,True,1,200,9,0,True,2485023130
1,0,3,True,False,True,False,False,1,100,8,0,True,2485025231
0,0,1,False,True,False,True,True,2,200,5,0,False,2485025231
0,0,0,False,False,False,False,False,0,100,2,0,False,2485039557
0,0,3,False,True,True,True,True,2,200,8,0,True,2485039557
0,0,3,False,True,True,True,True,2,100,8,0,True,2485040598
0,0,0,False,False,False,False,False,0,200,1,0,False,2485040598
0,0,3,False,True,True,False,True,0,100,5,0,True,2485053283
0,0,0,False,False,False,False,False,0,200,0,0,False,2485053283
0,0,0,False,True,False,True,True,1,200,5,0,False,2485055594
0,0,2,False,False,True,False,False,1,100,7,0,True,2485055594
1,0,3,True,True,True,True,True,2,200,8,0,True,2485084966
0,0,0,False,False,False,False,False,0,100,2,0,False,2485084966
0,0,0,False,True,False,False,True,0,100,3,0,False,2485087645
1,0,2,True,False,True,True,False,2,200,9,0,True,2485087645
0,0,2,False,True,False,True,True,3,100,11,0,True,2485095798
0,0,1,False,False,True,False,False,0,200,0,0,False,2485095798
0,0,0,False,True,False,False,True,0,100,2,0,False,2485107857
0,0,0,False,False,False,True,False,3,200,7,1,True,2485107857
0,0,2,False,True,False,False,True,0,200,4,0,False,2485117508
0,0,1,False,False,True,True,False,2,100,8,0,True,2485117508
0,0,1,False,True,False,False,False,0,200,2,0,False,2485126476
0,0,2,False,False,True,True,True,3,100,11,0,True,2485126476
0,0,1,False,False,True,False,True,0,200,2,0,False,2485133338
0,0,3,False,True,False,True,False,1,100,9,0,True,2485133338
0,0,0,False,False,False,False,False,0,100,1,0,False,2485138168
1,0,3,True,True,True,True,True,2,200,8,0,True,2485138168
0,0,0,False,False,False,False,False,0,200,0,0,False,2485144463
0,0,1,False,True,True,True,True,2,100,11,0,True,2485144463
1,0,3,True,True,True,True,True,2,200,9,0,True,2485155672
0,0,1,False,False,False,False,False,0,100,3,0,False,2485155672
1,0,1,True,True,False,True,False,3,200,9,0,True,2485165493
0,0,2,False,False,True,False,True,0,100,3,0,False,2485165493
0,0,1,False,False,False,True,True,2,100,10,0,True,2485185692
1,0,3,True,True,True,False,False,0,200,5,0,False,2485185692
0,0,2,False,True,True,False,False,0,200,2,0,False,2485187551
1,0,3,True,False,False,True,True,4,100,11,0,True,2485187551
0,0,1,False,False,False,False,False,0,100,1,0,False,2485190040
0,0,2,False,True,True,True,True,2,200,9,0,True,2485190040
0,0,0,False,False,False,False,False,0,200,2,0,False,2485216484
2,0,5,True,True,True,True,True,2,100,10,0,True,2485216484
0,0,0,False,False,False,False,False,0,100,2,0,False,2485238147
0,0,0,False,True,False,True,True,1,200,6,0,True,2485238147
0,0,0,False,False,False,False,True,0,100,2,0,True,2485241348
0,0,1,False,True,True,False,False,0,200,0,0,False,2485241348
0,0,0,False,True,False,False,False,0,100,1,0,False,2485243934
1,0,3,True,False,True,True,True,3,200,11,0,True,2485243934
0,0,2,False,True,True,True,True,1,100,6,0,True,2485352165
0,0,0,False,False,False,False,False,0,200,0,0,False,2485352165
0,0,2,False,False,True,True,True,1,200,6,0,False,2485354401
2,0,3,True,True,False,False,False,2,100,10,0,True,2485354401
1,0,3,True,False,False,True,False,4,100,10,0,True,2485359475
1,0,1,False,True,True,False,True,0,200,3,0,False,2485359475
0,0,4,False,True,True,False,False,0,200,3,0,False,2485446860
2,0,1,True,False,False,True,True,1,100,8,0,True,2485446860
0,0,3,False,False,True,True,True,1,200,9,0,True,2485464028
0,0,1,False,True,False,False,False,0,100,1,0,False,2485464028
0,0,0,False,True,False,False,True,0,100,2,0,False,2485468508
1,0,3,True,False,True,True,False,2,200,10,0,True,2485468508
2,0,4,True,True,True,True,False,5,200,11,0,True,2485528657
0,0,1,False,False,False,False,True,0,100,3,0,False,2485528657
0,0,0,False,False,False,True,True,1,100,5,1,True,2485582648
0,0,0,False,True,False,False,False,0,200,2,1,False,2485582648
0,0,0,False,False,False,False,True,0,200,3,0,False,2485603572
2,0,4,True,True,True,True,False,1,100,9,0,True,2485603572
0,0,0,False,False,False,False,False,0,200,0,0,False,2485609553
0,0,1,False,True,True,True,True,2,100,9,0,True,2485609553
0,0,0,False,True,False,False,True,0,200,2,0,True,2485717981
0,0,0,False,False,False,False,False,0,100,0,0,False,2485717981
0,0,1,False,False,False,False,False,0,200,3,0,False,2485720081
1,0,3,True,True,True,True,True,2,100,9,0,True,2485720081
